text,date,sentiment,promotional,view_count,like_count,dislike_count,love_count,fire_count,happy_count,shocked_count,sad_count,party_count,star_eyes_count,total_reactions
"Xorvatiya bilan Jahon chempionatida tarixiy natija qayd etgan murabbiy vafot etdi

 https://uzreport.news/football/xorvatiya-bilan-jahon-chempionatida-tarixiy-natija-qayd-etgan-murabbiy-vafot-etdi

",2023-02-09 15:00:35,negative,no,15586,6,0,0,0,0,2,67,0,0,75
"Qozog‘iston parlamenti O‘zbekiston bilan mahkumlarni almashish bo‘yicha kelishuvni ratifikatsiya qildi

 https://uzreport.news/world/qozog-iston-parlamenti-o-zbekiston-bilan-mahkumlarni-almashish-bo-yicha-kelishuvni-ratifik

",2023-02-09 14:45:43,positive,no,15204,37,0,0,0,0,0,2,0,0,39
"Suriya daxshatli zilziladan so'ng G'arb davlatlaridan hech qanday yordam ko'rsatilmayotganini aytdi

https://uzreport.news/world/suriya-daxshatli-zilziladan-song-garb-davlatlaridan-hech-qanday-yordam-korsatilmayotganini

",2023-02-09 14:29:02,negative,no,14757,12,7,0,0,2,1,137,0,0,159
"Zelenskiy Makron bilan birga Yevropa Ittifoqi sammitida ishtirok etish uchun Bryusselga keldi.

OAV ma'lumotlariga ko'ra, Zelenskiy sammitda nutq so’zlab, 4 ta asosiy masalani o’rtaga tashlaydi, xususan:

 Ukrainaga qurol yetkazib berishni tezlashtirish;

 Rossiya Federatsiyasiga, shu jumladan Zaporojye AESning bosib olinishi munosabati bilan atom energetikasi sohasiga qarshi sanksiyalarni kuchaytirish;

 Ukrainaning Yevropa Ittifoqiga kirishi va",2023-02-09 14:25:01,negative,no,14441,37,63,0,0,9,1,0,0,0,110
"Qor ko‘chkisi xavfi tufayli Qamchiq dovoni avtotransportlar uchun soat 13:30 da vaqtincha yopildi.

Ayni damda Favqulodda vaziyatlar vazirligi rahbarligida vaziyatni tezroq tiklash bo‘yicha barcha zarur choralar ko‘rilmoqda.

-  -",2023-02-09 14:10:01,positive,no,14323,14,0,0,0,2,2,0,0,0,18
"“Bavariya” darvozabonlar boʻyicha yangi murabbiy tayinladi

Avvalgi mutaxassis Nagelsmann bilan tortishib qolgani bois ishdan bo'shatilgan edi

 https://uzreport.news/football/bavariya-darvozabonlar-bo-yicha-yangi-murabbiy-tayinladi

",2023-02-09 14:00:30,positive,no,14129,27,0,0,2,8,0,0,0,0,37
"Makron Zelenskiyni Faxriy legion ordeni bilan taqdirladi

“Ukraina va uning xalqiga hurmat. Sizga, muhtaram Vladimir, jasorat va fidoyiligingizga hurmat”, — dedi Fransiya prezidenti taqdirlashda.

Faxriy legion ordeni Fransiyadagi oliy mukofot bo‘lib, u prezident tomonidan harbiy yoki fuqarolik xizmatlari uchun beriladi.

",2023-02-09 12:39:39,negative,no,14511,31,122,0,2,46,0,0,4,1,206
"Makron va Shols Ukrainaga harbiy yordam ko'rsatishni davom ettirishga va'da berishdi

https://uzreport.news/world/makron-va-shols-ukrainaga-harbiy-yordam-korsatishni-davom-ettirishga-vada-berishdi

",2023-02-09 12:31:19,negative,no,14409,25,69,0,1,10,0,0,0,2,107
"🤝 Qozog'iston zilziladan jabr ko'rgan Suriyaga ham insonparvarlik yordamini yuboradi

To'qayev Damashqqa Islom hamkorlik tashkiloti liniyasi orqali yordam jo'natish bo'yicha hukumatga ko‘rsatma berdi.

Soʻnggi maʼlumotlarga koʻra, Suriyada 1,2 mingdan ortiq odam halok boʻlgan, 2 mingdan ortiq kishi jarohatlangan.

Eslatib o'tamiz, avvalroq Qozog'iston Turkiyadagi zilziladan jabr ko'rganlar uchun 1 million dollar ajratishi haqida xabar bergan edik",2023-02-09 11:55:25,positive,no,15059,105,0,0,0,0,0,0,0,4,109
"Turkiyaga o'zbekistonlik 71 kishidan iborat qo‘shimcha qidiruv-qutqaruv va tibbiyot xodimlari guruhi yetib bordi

 https://uzreport.news/politics/turkiyaga-ozbekistonlik-71-kishidan-iborat-qo-shimcha-qidiruv-qutqaruv-va-tibbiyot-xodimla

",2023-02-09 11:44:39,positive,no,14570,143,2,0,37,33,0,1,30,0,246
"Rossiyada urushga borishdan bosh tortgan mahbuslarga qo‘shimcha jazo muddati bilan tahdid qilinmoqda - OAV

 https://uzreport.news/world/rossiyada-urushga-borishdan-bosh-tortgan-mahbuslarga-qo-shimcha-jazo-muddati-bilan-tahdid-

",2023-02-09 11:31:16,negative,no,15103,9,3,0,0,26,0,41,0,0,79
"Nukus voqealari bo‘yicha 3 nafar huquq-tartibot idorasi xodimi qamoqqa olindi

 https://uzreport.news/politics/nukus-voqealari-bo-yicha-3-nafar-huquq-tartibot-idorasi-xodimi-qamoqqa-olindi

",2023-02-09 10:44:39,positive,no,15224,28,1,0,0,0,0,0,0,0,29
"O'zbekistonda elektr va gaz tariflarini erkinlashtirish may oyida yuz berishi mumkin

 https://uzreport.news/economy/ozbekistonda-elektr-va-gaz-tariflarini-erkinlashtirish-may-oyida-yuz-berishi-mumkin

",2023-02-09 10:31:08,negative,no,15745,12,31,0,0,2,0,0,0,2,47
"So‘nggi ma’lumotlarga ko‘ra, Turkiyadagi zilzila qurbonlari soni 12 391 kishini tashkil etmoqda, 62 914 kishi jarohat olgan

",2023-02-09 10:26:05,negative,no,14721,5,1,0,0,0,18,85,0,0,109
"Jismoniy tarbiya universiteti hamda uning Farg‘ona filialida bir necha korrupsion holatlar va qonun buzilishlari aniqlandi

So‘nggi 2 yilda talaba va o‘qituvchilar tomonidan jami 6 ta korrupsiyaviy va 23 ta boshqa turdagi jinoyatlar sodir etilgani ma'lum bo'ldi. 

 https://uzreport.news/society/jismoniy-tarbiya-universiteti-hamda-uning-farg-ona-filialida-bir-necha-korrupsion-holatlar

",2023-02-09 10:14:39,positive,no,14753,11,0,0,0,19,0,0,0,4,34
"“Bavariya”, “Liverpul” hamda MYU JCh-2022’da porlagan futbolchini sotib olmoqchi

Uning klubi futbolchini 100 mln yevrodan kamiga sotmoqchi emas

 https://uzreport.news/football/bavariya-liverpul-hamda-myu-jch-2022-da-porlagan-futbolchini-sotib-olmoqchi

",2023-02-09 10:00:39,positive,no,14775,23,0,0,1,7,2,0,1,2,36
"Mesut O‘zil zilziladan jabr ko‘rganlarga yordam berishda ishtirok etmoqda. 

Futbol yulduzi boshpanasiz qolganlarga zarur gumanitar yordamning taqsimlanishi va ortilishi jarayoniga jalb etildi.

",2023-02-09 09:55:00,positive,no,15171,165,0,0,0,0,0,0,0,0,165
"Barcha jihozlarni taqdim eting va yordam bering: Suriya butun dunyodan yordam so’radi

 https://uzreport.news/world/suriya-butun-dunyodan-yordam-so-radi

",2023-02-09 09:30:32,negative,no,15435,15,0,0,0,0,0,101,0,0,116
"Yilning eng yaxshi darvozaboni nomiga da’vogar yakuniy uchlik e’lon qilindi

Oxirgi marta “The Best” sovrinini bu borada “Chelsi” posboni Eduar Mendi qo‘lga kiritgan edi

 https://uzreport.news/football/yilning-eng-yaxshi-darvozaboni-nomiga-da-vogar-yakuniy-uchlim-e-lon-qilindi

",2023-02-09 09:00:42,positive,no,16099,36,0,0,1,0,0,0,0,2,39
" Kechaning eng muhim uchrashuvlari natijalari bilan tanishing🤩:

🤴 “Real Madrid” klublar o‘rtasidagi Jahon chempionati yarim finalida yirik hisobda g‘alaba qozonib, finalga yo‘l oldi. Modrich penaltidan gol ura olmadi;

 Avtogol, kambek va 4 ta gol: “Manchester Yunayted” o‘z uyida iroda ko‘rsatib, mag‘lubiyatdan qutulib qoldi;

⏺ PSJ kutilmaganda “Marsel”ga yutqazib, Fransiya Kubogini erta tark etdi. Jamoaga Ramosning goli ham yordam bera olmadi;",2023-02-09 08:00:32,positive,no,20352,38,0,0,0,1,4,1,0,3,47
"Bugun O‘zbekistonning ba'zi hududlarida yog‘gan yomg'ir qorga aylanishi mumkin

""O‘zgidromet"" 9-fevral kuni uchun respublika bo‘ylab kuzatiladigan ob-havo ma'lumotini e‘lon qildi. 

 https://uzreport.news/society/9-fevral-o-zbekistonning-bazi-hududlarida-yog-gan-yomgir-qorga-aylanishi-mumkin

",2023-02-09 07:30:55,positive,no,23783,24,0,0,0,0,3,0,0,0,27
" NRG, Nest One va Murad Buildings xodimlari ikki soat ichida o‘z jamg‘armalaridan 2 milliard so‘m yig‘ishdi.

Ushbu mablag' zilzila oqibatda qiyin ahvolda qolgan turk birodarlarimizga gumanitar yordam sifatida jo‘natiladi.

Do'st og'ir kunda bilinadi 

-  -",2023-02-08 22:15:50,positive,no,32560,257,1,0,18,0,5,1,0,0,282
"Microsoft qidiruv tizimining sun'iy intellektga asoslangan versiyasini taqdim etdi 

Kompaniya ishlab chiquvchilari ushbu tizimning imkoniyatlari ChatGPT botidan ustun ekanligini aytishmoqda.

 https://uzreport.news/world/microsoft-qidiruv-tizimining-suniy-intellektga-asoslangan-versiyasini-taqdim-etdi

-  -",2023-02-08 22:01:34,positive,no,27783,16,0,0,4,0,0,0,0,0,20
" Qozog'iston Turkiyadagi zilziladan jabr ko'rganlar uchun 1 million dollar ajratadi

 https://uzreport.news/world/qozogiston-turkiyagi-zilziladan-jabr-korganlar-uchun-1-million-dollor-ajratadi

-  -",2023-02-08 21:31:35,positive,no,17623,123,0,0,0,3,0,0,3,0,129
"Toshkent metrosida yana bir operatorning mobil aloqasi ishga tushdi

 https://uzreport.news/society/toshkent-metrosida-yana-bir-operatorning-mobil-aloqasi-ishga-tushdi

",2023-02-08 21:16:12,positive,no,17031,32,0,0,0,0,2,0,0,0,34
"Osimhen sotiladimi yoki yo‘q? “Napoli” prezidenti aniq javob berdi

Bu mavsum super sermahsullik namoyish etayotgan hujumchiga APLning bir qancha grandlari da’vogarlik qilmoqda

 https://uzreport.news/football/osimhen-sotiladimi-yoki-yo-q-napoli-prezidenti-aniq-javob-berdi

",2023-02-08 21:05:06,positive,no,17074,23,0,0,0,6,0,0,0,1,30
"“Rossiya yutqazadi va bizning g'alabamiz dunyoni o'zgartiradi” - Vladimir Zelenskiy Buyuk Britaniya parlamentida nutq so’zladi

 https://uzreport.news/world/rossiya-yutqazadi-va-bizning-galabamiz-dunyoni-ozgartiradi-vladimir-zelenskiy

-  -",2023-02-08 20:32:04,negative,no,16647,51,167,0,0,63,5,0,0,0,286
"Turkiyada zilzila qurbonlari soni 9057 nafarga, jarohatlanganlar soni 52979 nafarga yetdi - Erdo‘g‘an

-  -",2023-02-08 20:26:53,negative,no,15855,6,0,0,0,2,18,147,0,2,175
"Ukraina prezidenti Vladimir Zelenskiy Buyuk Britaniya qiroli Charlz III bilan uchrashdi.

Fransiya OAVlari Zelenskiyning kechki payt Parijga borishi haqida xabar berishdi.

U yerda prezident Makron va yaqin soatlarda Germaniyadan Fransiyaga uchishi kerak bo'lgan kansler Shols bilan uchrashadi.

-  -",2023-02-08 20:10:01,negative,no,15571,24,57,0,3,10,0,0,0,0,94
"Turkiyaning Hatay viloyatidagi binolar ostidan 1982 yilda Toshkent viloyatida tug‘ilgan o‘zbekistonlik ayol kishi tirik holda topildi.

Shuningdek, Malatya viloyatidan ham 1996 yilda tug‘ilgan yana bir O‘zbekiston fuqarosi vayronalar ostidan tirik holda olib chiqilgan.

-  -",2023-02-08 19:24:52,positive,no,14384,81,0,0,0,0,0,0,0,0,81
"Turkiyaning Hatay viloyatida joylashgan Avakent shahrida qutqaruvchilarimiz bino vayronalari ostidan yana uch kishining jasadini olib chiqdi.

O‘zbekiston Favqulodda vaziyatlar vazirligi xodimlari ishtirokida qutqaruv ishlari kechayu kunduz davom ettirilmoqda.

-  -",2023-02-08 19:10:01,positive,no,13680,54,2,0,0,0,0,2,0,0,58
"Surxondaryoda 51 tup noyob daraxtlar noqonuniy kesib tashlangani holati sudda ko'rib chiqiladi

 https://uzreport.news/society/surxondaryoda-51-tup-noyob-daraxtlar-noqonuniy-kesib-tashlangani-holati-sudda-korib-chiqil

",2023-02-08 18:45:09,positive,no,13454,27,2,0,0,0,0,0,0,0,29
"Qoraqalpog‘istondagi uyda gaz portlashi oqibatida bir kishi vafot etdi

 https://uzreport.news/society/qoraqalpog-istondagi-uyda-gaz-portlashi-oqibatida-bir-kishi-vafot-etdi

",2023-02-08 18:15:02,negative,no,10639,0,0,0,0,0,4,20,1,0,25
"Lutfullo Buzrukov Qurolli Kuchlar Bosh shtabi boshlig‘ining o‘rinbosari lavozimiga tayinlandi

 https://uzreport.news/politics/lutfullo-buzrukov-qurolli-kuchlar-bosh-shtabi-boshlig-ining-o-rinbosari-lavozimiga-tayinla

",2023-02-08 17:29:43,positive,no,13151,19,1,0,0,7,0,0,0,0,27
"O‘zbekistan bilan Pokiston o‘rtasida imtiyozli savdo to‘g‘risida bitim tasdiqlandi

 https://uzreport.news/politics/pokiston-bilan-imtiyozli-savdo-sohasida-hamkorlik-to-g-risida-bitim-tasdiqlandi

",2023-02-08 17:15:50,positive,no,13397,31,0,0,0,0,0,0,0,0,31
"Shavkat Mirziyoyev transformator ishlab chiqaruvchi korxona faoliyati bilan tanishdi

Mutasaddilar bu yil mamlakatimizda 3200 ta transformator, 12 ming kilometr kabellarga zarurat borligi haqida axborot berdi.

 https://uzreport.news/politics/shavkat-mirziyoyev-transformator-ishlab-chiqaruvchi-korxona-faoliyati-bilan-tanishdi

-  -",2023-02-08 16:30:01,negative,no,14357,24,28,0,0,5,0,2,0,0,59
"Ukraina prezidenti Vladimir Zelenskiy Buyuk Britaniyaga keldi

Uni Bosh vazir Rishi Sunak kutib oldi.

 https://uzreport.news/world/ukraina-prezidenti-vladimir-zelenskiy-buyuk-britaniyaga-keldi

-  -",2023-02-08 16:15:45,negative,no,14422,28,67,0,0,13,8,0,0,1,117
"Bayden Ukrainadagi mojaroni dunyo va AQSh uchun “asrlar sinovi” deb atadi

 https://uzreport.news/world/bayden-ukrainadagi-mojaroni-asrlar-sinovi-deb-atadi

",2023-02-08 15:45:41,negative,no,14301,13,75,0,0,19,0,0,0,0,107
"Qo’yliq yerusti metrosidan Sergeligacha 15 daqiqada yetib borish imkoniyati bo’ladi

Shavkat Mirziyoyev bugun Toshkent metropolitenidagi qurilish ishlari bilan tanishdi

 https://uzreport.news/politics/qo-yliq-yerusti-metrosidan-sergeligacha-15-daqiqada-yetib-borish-imkoniyati-bo-ladi

",2023-02-08 15:30:47,positive,no,14228,123,3,0,0,0,0,0,2,1,129
"BMT Termizdan Afg‘onistonga insonparvarlik yordami jo‘natdi

 https://uzreport.news/society/bmt-termizdan-afg-onistonga-insonparvarlik-yordami-jo-natdi

",2023-02-08 15:15:09,negative,no,14913,33,45,0,0,0,0,1,0,0,79
"Qatarlik investorlar APLning grand klubini sotib olishga jiddiy bel bog‘ladi. Bu ularga bir necha milliard yevroga tushishi kutilmoqda

 https://uzreport.news/football/qatarlik-investorlar-aplning-grand-klubini-sotib-olishga-jiddiy-bel-bog-ladi-bu-ularga-bir

",2023-02-08 15:01:11,positive,no,14374,40,0,0,0,6,0,0,0,0,46
"Turkiyaning Kahramanmarash viloyatida bedarak yo'qolgan fuqaromiz Boybekov Rashid Anvar oʻgʻli topildi. Qutqaruvchilar tomonidan vayronalar ostidan olib chiqilgan vatandoshimiz hozirda “Şütçü İmam Üniversitesi Tıp Fakültesi” shifoxonasiga joylashtirilgan va ilk yordam ko'rsatilmoqda.

-  -",2023-02-08 14:50:28,positive,no,14184,45,0,0,5,0,0,0,0,0,50
"Germaniya 178 ta ""Leopard 1"" tanklarini Ukrainaga yuborishga rozi bo’ldi

https://uzreport.news/world/germaniya-178-ta-leopard-1-tanklarini-ukrainaga-yuborishga-rozi-bo-ldi

",2023-02-08 14:35:37,negative,no,13837,30,87,0,3,0,7,0,0,0,127
"Turkiyadagi zilzila sababli bedarak yo‘qolgan bir nafar O‘zbekiston fuqarosi tirik holda topildi

-  -",2023-02-08 14:28:17,positive,no,13815,194,0,0,5,0,0,9,0,0,208
"BMT Turkiya va Suriya aholisiga 25 million dollarlik gumanitar yordam yuboradi

https://uzreport.news/world/bmt-turkiya-va-suriya-aholisiga-25-million-dollarlik-gumanitar-yordam-yuboradi

",2023-02-08 13:31:34,positive,no,14109,66,0,0,0,6,0,0,0,1,73
"Agar Alloh nasib qilmasa, agar rizqi tugagan bo’lsa, tomoqdan bir qultum suv ham o’tmaydi — Muftiy Nuriddin Xoliqnazarov

 https://uzreport.news/society/agar-alloh-nasib-qilmasa-agar-rizqi-tugagan-bo-lsa-tomoqdan-bir-qultum-suv-ham-o-tmaydi-mu

",2023-02-08 13:14:42,positive,no,14838,66,0,0,0,0,0,6,0,0,72
"Markaziy va Sharqiy harbiy okrug qo‘shinlariga yangi qo'mondonlar tayinlandi 

 https://uzreport.news/politics/aybek-saidov-sharqiy-harbiy-okrug-qo-shinlari-qo-mondoni-etib-tayinlandi

",2023-02-08 13:09:42,positive,no,13859,104,3,0,0,7,0,0,0,1,115
"Demiral Ronalduning ""Yuventus"" libosini kimoshdi savdosiga qo'ydi. Bu mablag‘ Turkiyadagi zilzila qurbonlariga yordam berish uchun sarflanadi

 https://uzreport.news/sports/demiral-ronalduning-yuventus-libosini-kimoshdi-savdosiga-qoydi-bu-mablag-turkiyadagi-zilzi

",2023-02-08 12:59:42,positive,no,14123,168,0,0,0,0,0,0,0,0,168
"""Binolar zilzilaga bardoshligiga kafolat berolmayman. Unga binoni qurayotgan firma javobgar"" — qurilish vaziri o‘rinbosari

Davron Adilovning mazkur javobi ijtimoiy tarmoqlarda keng muhokamalarga sabab boʻldi. Holatga vazirlik munosabat bildirib, gap qurilishda javobgar avvalo buyurtmachi ekanligi xususida borganini ma'lum qildi.

 https://uzreport.news/society/binolar-zilzilaga-bardoshliligiga-kafolat-berolmayman-unga-binoni-qurayotgan-firma-jav",2023-02-08 12:31:15,negative,no,14273,10,95,0,0,11,2,0,0,0,118
"“Milan” qoniqarsiz natijalari tufayli bosh murabbiyini bo‘shatmoqchi. Uning o‘rniga qaysi mutaxassislar nomzod ekanligi ma’lum

 https://uzreport.news/football/milan-qoniqarsiz-natijalari-tufayli-bosh-murabbiyini-bo-shatmoqchi-uning-o-rniga-qaysi-mut

",2023-02-08 12:01:47,positive,no,13883,12,2,0,0,0,0,1,0,16,31
"""Ural Airlines"" aviakompaniyasi Yekaterinburgdan O‘zbekistonning 6 ta shahriga parvozlarni amalga oshirishga ruxsat oldi

 https://uzreport.news/society/ural-airlines-aviakompaniyasi-yekaterinburgdan-o-zbekistonning-6-ta-shahriga-parvozlarni-a

",2023-02-08 11:44:42,positive,no,14064,26,1,0,0,0,0,0,0,0,27
"IT Park ""Edusession"" dasturini ishga tushirdi

U karyera qurish hamda IT-hamjamiyatiga kirish istagida bo‘lgan yoshlarni qo‘llab-quvvatlashga qaratilgan. 

 https://uzreport.news/technology/it-park-edusession-dasturini-ishga-tushirdi

",2023-02-08 11:14:43,positive,no,16064,24,0,0,0,3,0,0,0,1,28
"​​""Malaysia Airlines"" aviakompaniyasi Kuala-Lumpurdan Toshkentga parvozlarni tiklamoqda

 https://uzreport.news/society/-malaysia-airlines-aviakompaniyasi-kuala-lumpurdan-toshkentga-parvozlarni-tiklamoqda

",2023-02-08 10:45:05,positive,no,14299,33,0,0,0,4,0,0,0,0,37
"Toshkentning yangi hokimi, birinchi navbatda, qaysi muammolarni hal qilishi zarur?

Aholi o'rtasida so'rovnoma o'tkazildi.

 https://uzreport.news/society/toshkentning-yangi-hokimi-birinchi-navbatda-qaysi-muammolarni-hal-qilishi-zarur-

",2023-02-08 10:34:42,positive,no,14253,27,0,0,0,7,1,0,0,0,35
"Turkiyada zilzila oqibatida halok bo‘lganlar soni 5894 nafarga yetdi, qariyb 35 ming kishi turli darajada tan jarohati olgan. Erdog‘an mamlakatning 8 ta viloyatida favqulodda holat rejimini e'lon qildi. 

Suriyada qurbonlar soni 1250 kishiga, yaradorlar soni 2 054 kishiga yetdi. 

Turkiyaga yetib borgan O‘zbekiston Favqulodda vaziyatlar vazirligi bo‘linmalari tomonidan 8 fevral soat 08.00 holatiga ko'ra, vayronalar ostidan 9 kishi (5 nafar erkak ",2023-02-08 10:30:02,negative,no,14623,33,0,0,0,0,0,70,0,0,103
"Toshkentda Turkiyaga insonparvarlik yordami yuborilishi tashkil qilinmoqda

Gumanitar yordam berish istagida bo‘lganlar, manzil va zarur bo‘lgan mahsulotlar ro‘yxati bilan saytimizda tanishishi mumkin

 https://uzreport.news/politics/toshkentda-turkiyaga-insonparvarlik-yordami-yuborilishi-tashkil-qilinmoqda

",2023-02-08 10:15:11,positive,no,14371,71,2,0,0,0,0,0,0,2,75
"“Barsa” har doim hayotimning bir qismi bo‘lgan. Endi bu o‘g‘lim bilan davom etadi”, — Ronaldinyo

Afsona o‘z o‘g‘lining “Barselona”ga o‘tayotganini tasdiqladi

 https://uzreport.news/football/barsa-har-doim-hayotimning-bir-qismi-bo-lgan-endi-bu-o-g-lim-bilan-davom-etadi-ronaldinyo

",2023-02-08 10:01:10,positive,no,14595,71,0,0,0,10,0,0,0,0,81
"Toshkentda 20 yoshli yigit ehson qutisini o‘g‘irlab ketdi

Holat yuzasidan jinoyat ishi qo‘zg‘atildi.

 https://uzreport.news/society/toshkentda-20-yoshli-yigit-ehson-qutisini-o-g-irlab-ketdi

",2023-02-08 09:45:02,negative,no,14909,14,66,0,0,4,10,0,0,1,95
" Kechaning eng muhim uchrashuvlari natijalari bilan tanishing:

 “Yuventus” Vlahovichning dubli va assisti tufayli A Seriyada yirik hisobda g‘alaba qozondi;

 Klublar o‘rtasidagi JCH: So‘nggi 5 yilda ilk bor Osiyo jamoasi finalga chiqdi. O‘shanda ham raqib “Real Madrid” edi;

 Germaniya Kubogi: Kolo Muani dubl qayd etgan bahsda “Ayntraxt” yutdi. “Frayburg” ham chorak finalga chiqdi. Bugun “Borussiya” o‘ynaydi.

 ",2023-02-08 09:00:31,positive,no,15909,35,0,0,4,0,1,0,0,2,42
"Mustaqil komissiya Po'lat Shamshetovning tergov hibsxonasidagi o‘limi tafsilotlarini ochiqladi 

 https://uzreport.news/society/mustaqil-komissiya-polat-shamshetovning-tergov-hibsxonasidagi-o-limi-tafsilotlarini-ochiql

",2023-02-08 08:31:13,positive,no,18451,31,3,0,0,0,0,0,0,4,38
"Zilziladan talofat ko‘rgan Turkiyaga yetib borgan O‘zbekiston FVV bo‘linmalari Xatay provinsiyasining Ovakenti va Jumabozorida qidiruv-qutqaruv ishlarini amalga oshirmoqda.

Ishlar 24 soat uzluksiz yo‘lga qo‘yilgan bo‘lib, qutqaruvchilarimizga UMKE tashkiloti mutaxassilari yordam bermoqda.

-  -",2023-02-07 23:55:45,positive,no,21796,284,0,0,17,3,0,0,0,0,304
"Turkiyadagi zilzila oqibatida bedarak yo’qolgan 13 nafar o’zbekistonlik qidirilmoqda, 2 nafari topilgan

 https://uzreport.news/politics/turkiyadagi-zilzila-oqibatida-bedarak-yo-qolgan-13-nafari-qidirilmoqda-2-nafari-topildi

",2023-02-07 23:01:19,negative,no,23398,11,0,0,0,0,3,91,0,0,105
"🤯 Turkiya zilzila natijasida 3 metrga siljidi

 So‘nggi 48 soat ichida dunyo bo‘ylab 4 balldan kuchli bo’lgan 241 ta zilzila qayd etildi

🤬 Charlie Hebdo jurnali Turkiyadagi zilzilani masxara qildi

 Turkiyadagi zilzilada 1 nafar O‘zbekiston fuqarosi halok bo‘lgan, 4 nafar hamyurtimiz bedarak yo‘qolgan

 Nyu-York shtatida oxirgi 40 yilda eng kuchli zilzila qayd etildi

-  -

Davomi ",2023-02-07 22:46:53,negative,no,23394,25,0,0,0,0,7,42,0,0,74
"Bugatti o'z tarixidagi birinchi ko'zoynaklar kolleksiyasini taqdim etdi (Foto)
 
Ko'zoynaklarning narxi 1300 dollardan boshlanadi.

Batafsil   https://uzreport.news/world/bugatti-oz-tarixidagi-birinchi-kozoynaklar-kolleksiyasini-taqdim-etdi

-  -",2023-02-07 22:01:10,positive,no,20566,42,0,0,0,0,13,0,0,7,62
"🤯 Turkiya zilzila natijasida 3 metrga siljidi

 So‘nggi 48 soat ichida dunyo bo‘ylab 4 balldan kuchli bo’lgan 241 ta zilzila qayd etildi

🤬 Charlie Hebdo jurnali Turkiyadagi zilzilani masxara qildi

 Turkiyadagi zilzilada 1 nafar O‘zbekiston fuqarosi halok bo‘lgan, 4 nafar hamyurtimiz bedarak yo‘qolgan

 Zilziladan oldin va keyin Turkiyadagi mashhur joylarning suratlari chop etildi

🤝 69 ta davlat va 12 ta xalqaro tashkilot Turkiyaga yordam yubor",2023-02-07 21:46:05,negative,no,19880,31,0,0,4,0,2,49,1,0,87
"O’zbekistonda Covid-19 infeksiyasining yangi subvarianti “Kraken” mavjudmi?

Hozirda O‘zbekistonda qayd etilgan koronavirusning asosiy shtammi qaysi?

Yangi shtamm nimalari bilan xavfli, uning umuman odam organizmiga  ta’siri qanday?

Ushbu savollarning barchasiga mutaxassis javob berdi  https://uzreport.news/society/o-zbekistonda-covid-19-infeksiyasining-yangi-subvarianti-kraken-mavjudmi-

",2023-02-07 21:15:11,positive,no,19127,19,0,0,0,0,4,0,0,0,23
" Jaguar'ning eng nodir modellaridan biri auksionda 1,5 mln dollarga sotilishi mumkin 

 https://uzreport.news/world/jaguarning-eng-nodir-modellaridan-biri-auksionda-1-5-mln-dollarga-sotilishi-mumkin

-  -",2023-02-07 20:31:25,positive,no,16972,27,0,0,0,0,7,0,0,0,34
"Zilzilalar natijasida minglab odamlar halok bo'lgan Turkiya bilan birdamlik sifatida NATOning Bryusseldagi qarorgohida bayroqlar tushirildi.

NATOning shtab-kvartirasi oldidagi 30 ittifoqchi davlat bayroqlari 8-fevral oqshomiga qadar yarim tushirilgan holatda qoladi.

Turkiyaning NATOdagi doimiy vakolatxonasi ijtimoiy tarmoqlar orqali ittifoqqa minnatdorchilik bildirdi. 

“Biz ittifoqchilarimizga Turkiyaga ko‘rsatgan bunday kuchli birdamlik va yo",2023-02-07 20:25:50,positive,no,16216,51,2,0,0,0,4,2,0,3,62
"Joriy yilda inflatsiya darajasini pasaytirish choralari belgilandi

Shavkat Mirziyoyev huzurida o'tgan yig‘ilishda aholi uchun jozibador moliyaviy xizmatlar turlarini ko‘paytirish bo‘yicha ko‘rsatmalar berildi.

 https://uzreport.news/politics/joriy-yilda-inflatsiya-darajasini-pasaytirish-choralari-belgilandi

",2023-02-07 20:15:11,positive,no,16028,13,0,0,0,14,0,0,0,0,27
"O‘zbekistonga ilk bor noqonuniy dron olib kirganlarni ma’muriy javobgarlikka tortish taklif etildi

Amalda esa mazkur huquqbuzarlik uchun faqat jinoiy javobgarlik — 3 yilgacha qamoq jazosi belgilangan

 https://uzreport.news/society/o-zbekistonga-ilk-bor-noqonuniy-dron-olib-kirganlarni-ma-muriy-javobgarlikka-tortish-takli

",2023-02-07 19:15:48,negative,no,16121,19,45,0,0,8,0,0,0,0,72
" Oxirgi ma'lumotlarga ko'ra, Turkiyada zilzilalar 3549 kishining hayotiga zomin bo'lgan, 22168 kishi jarohatlangan.

-  -",2023-02-07 19:10:46,negative,no,15961,6,3,0,0,0,13,67,0,0,89
"Xitoyning ""Loong Air"" aviakompaniyasi Siyandan Toshkentga to‘g‘ridan-to‘g‘ri parvozlarni yo'lga qo'yadi

 https://uzreport.news/society/xitoyning-loong-air-aviakompaniyasi-siyandan-toshkentga-to-g-ridan-to-g-ri-parvozlarni-yol

",2023-02-07 18:44:45,positive,no,15693,32,0,0,0,0,2,0,0,0,34
"“Manchester Siti”ning qoidabuzarliklari isbotlangan taqdirda klubni qanday jazolar kutib turgani ma’lum bo‘ldi

 https://uzreport.news/football/manchester-sitining-qoidabuzarliklari-isbotlangan-taqdirda-klubni-qanday-jazolar-kutib-tur

",2023-02-07 18:02:17,positive,no,15423,29,1,0,0,7,0,0,0,2,39
